MedInc,HouseAge,AveRooms,AveBedrms,Population,AveOccup,Latitude,Longitude,MedianHouseValue
10.3894,32.0,7.320833333333334,0.9854166666666667,1583.0,3.2979166666666666,37.4,-122.12,5.00001
3.7083,10.0,5.703603603603604,1.063963963963964,3419.0,3.08018018018018,38.46,-121.82,1.548
1.7159,25.0,4.56283185840708,1.1221238938053097,2082.0,3.6849557522123892,32.99,-115.53,0.622
3.7459,33.0,5.198821796759941,1.0309278350515463,2959.0,4.357879234167894,34.01,-117.97,1.529
5.5714,34.0,6.2445582586427655,1.0435339308578746,2521.0,3.2279129321382842,34.27,-118.49,2.259
3.0,13.0,6.317596566523605,1.1974248927038627,1091.0,2.3412017167381975,38.45,-120.59,1.19
2.5119,26.0,4.6348773841961854,1.1008174386920981,989.0,2.6948228882833787,33.2,-117.24,1.717
1.1483,36.0,2.956451612903226,1.1096774193548387,1128.0,1.8193548387096774,33.77,-118.18,1.125
4.027,31.0,4.387628865979382,1.0721649484536082,1049.0,2.162886597938144,33.06,-117.3,2.9
5.5124,34.0,3.9156626506024095,0.7228915662650602,433.0,5.216867469879518,34.26,-118.44,1.743
3.5511,17.0,6.233870967741935,1.1559139784946237,1126.0,3.0268817204301075,38.65,-120.76,1.559
3.494,31.0,4.508637236084453,1.034548944337812,2028.0,3.892514395393474,34.05,-117.95,1.545
4.0687,38.0,4.832080200501253,1.0751879699248121,1358.0,3.4035087719298245,33.84,-118.22,1.603
3.4561,20.0,5.451171875,1.06640625,785.0,1.533203125,38.43,-122.59,2.167
6.9418,8.0,6.741035856573705,1.0079681274900398,857.0,3.414342629482072,34.14,-117.66,3.105
2.6767,15.0,4.512448132780083,1.170124481327801,1194.0,2.4771784232365146,36.81,-119.72,0.875
5.259,13.0,6.733133433283358,1.0329835082458771,1657.0,2.4842578710644676,38.64,-121.24,2.494
3.1827,41.0,5.261904761904762,1.0809523809523809,443.0,2.1095238095238096,38.56,-121.43,1.317
5.0672,24.0,5.919776119402985,1.0223880597014925,1351.0,2.5205223880597014,37.95,-122.08,2.43
10.7326,11.0,8.561622464898596,1.1014040561622465,1947.0,3.0374414976599065,37.3,-122.06,5.00001
4.4102,34.0,6.098630136986301,1.0438356164383562,1464.0,4.010958904109589,34.06,-117.96,1.832
3.7961,28.0,4.705357142857143,1.0580357142857142,2997.0,3.3448660714285716,33.84,-118.08,1.627
5.8415,47.0,5.76978417266187,1.0215827338129497,639.0,2.2985611510791366,37.3,-121.89,2.833
1.6214,17.0,6.0,1.277258566978193,1054.0,3.283489096573209,37.33,-121.01,0.715
2.7,32.0,5.563380281690141,1.0633802816901408,380.0,2.676056338028169,39.44,-123.73,1.65
3.9018,35.0,5.651356993736952,1.0041753653444676,1595.0,3.3298538622129437,34.16,-117.25,0.915
6.1805,32.0,7.526748971193416,1.0781893004115226,677.0,2.786008230452675,38.04,-121.23,2.479
1.3191,50.0,3.4483471074380163,1.1528925619834711,1340.0,2.768595041322314,37.96,-121.29,0.923
2.8281,14.0,6.108108108108108,1.3397683397683398,825.0,3.1853281853281854,34.03,-117.33,1.063
2.75,27.0,3.296979865771812,1.058724832214765,1042.0,1.7483221476510067,34.03,-118.46,3.273
4.875,52.0,5.103603603603603,0.954954954954955,545.0,2.454954954954955,34.17,-118.34,2.495
2.7201,52.0,4.939338235294118,1.1029411764705883,1716.0,3.1544117647058822,34.17,-118.14,2.057
1.1917,29.0,5.149532710280374,1.5514018691588785,224.0,2.0934579439252334,33.94,-116.57,0.5
13.4196,33.0,8.25531914893617,1.0292553191489362,1111.0,2.9547872340425534,34.15,-118.5,5.00001
5.086,17.0,7.359663865546218,1.0571428571428572,1720.0,2.8907563025210083,34.51,-117.21,1.484
2.0353,32.0,4.706855791962175,1.1914893617021276,1139.0,2.692671394799054,37.96,-122.35,1.136
3.2059,52.0,3.4479465138490926,1.2282712511938874,1504.0,1.4364851957975167,37.79,-122.41,5.00001
3.95,40.0,5.517571884984026,0.987220447284345,932.0,2.977635782747604,34.02,-118.11,2.102
5.5631,4.0,5.486666666666666,1.07,859.0,2.8633333333333333,33.71,-117.77,2.278
2.3056,29.0,4.903726708074534,1.0900621118012421,1056.0,3.279503105590062,33.95,-118.27,0.985
